  分治：12 块 144 对，可行 40 对，整块淘汰掉 0 格
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
全局阶段：固定 0 条边，起点候选 50288 / 50288 (100.0%)
adaptive PROPDEPTH=2 (fixed 0 / 71581 edges; 第一层存活率>=SURVDEEP%再升深层)
T1 sh7 cell=(20,0) PROBE0 nodes=52
T1 sh12 cell=(51,178) PROBE0 nodes=15
T1 sh1 cell=(108,242) PROBE0 nodes=57
T1 sh22 cell=(115,250) PROBE0 nodes=18
T1 sh13 cell=(106,244) PROBE0 nodes=199
T1 sh25 cell=(87,245) PROBE0 nodes=37
T1 sh7 cell=(240,246) PROBE0 nodes=25
T1 sh5 cell=(235,189) PROBE0 nodes=78
T1 sh20 cell=(154,191) PROBE0 nodes=614
T1 sh9 cell=(180,177) PROBE0 nodes=311
T1 sh4 cell=(96,245) PROBE0 nodes=294
T1 sh16 cell=(58,254) PROBE0 nodes=64
T1 sh15 cell=(160,173) PROBE0 nodes=84
T1 sh22 cell=(210,250) PROBE0 nodes=254
T1 sh2 cell=(132,182) PROBE0 nodes=13
T1 sh14 cell=(6,187) PROBE0 nodes=280
T1 sh21 cell=(173,173) PROBE0 nodes=216
T1 sh23 cell=(109,186) PROBE0 nodes=58
T1 sh6 cell=(183,171) PROBE0 nodes=28
T1 sh19 cell=(201,253) PROBE0 nodes=404
T1 sh10 cell=(206,251) PROBE0 nodes=108
T1 sh18 cell=(274,169) PROBE0 nodes=5
T1 sh25 cell=(238,245) PROBE0 nodes=139
T1 sh14 cell=(83,187) PROBE0 nodes=43
T1 sh11 cell=(11,189) PROBE0 nodes=244
T1 sh7 cell=(54,247) PROBE0 nodes=45
T1 sh12 cell=(192,178) PROBE0 nodes=258
T1 sh10 cell=(257,251) PROBE0 nodes=131
T1 sh23 cell=(171,186) PROBE0 nodes=357
T1 sh6 cell=(261,171) PROBE0 nodes=3
T1 sh20 cell=(0,192) PROBE0 nodes=41
T1 sh17 cell=(195,183) PROBE0 nodes=35
T1 sh16 cell=(191,254) PROBE0 nodes=83
T1 sh8 cell=(71,186) PROBE0 nodes=22
T1 sh1 cell=(18,243) PROBE0 nodes=506
T1 sh25 cell=(33,246) PROBE0 nodes=389
T1 sh18 cell=(57,170) PROBE0 nodes=49
T1 sh13 cell=(56,245) PROBE0 nodes=34
T1 sh14 cell=(144,187) PROBE0 nodes=15
T1 sh7 cell=(105,247) PROBE0 nodes=32
T1 sh10 cell=(43,252) PROBE0 nodes=12
T1 sh16 cell=(258,254) PROBE0 nodes=65
T1 sh3 cell=(150,179) PROBE0 nodes=21
T1 sh4 cell=(39,246) PROBE0 nodes=292
T1 sh25 cell=(85,246) PROBE0 nodes=47
T1 sh18 cell=(143,170) PROBE0 nodes=103
T1 sh5 cell=(180,190) PROBE0 nodes=329
T1 sh10 cell=(102,252) PROBE0 nodes=39
T1 sh24 cell=(160,175) PROBE0 nodes=143
T1 sh16 cell=(48,255) PROBE0 nodes=21
T1 sh4 cell=(98,246) PROBE0 nodes=310
T1 sh20 cell=(137,192) PROBE0 nodes=18
T1 sh6 cell=(159,172) PROBE0 nodes=83
T1 sh8 cell=(200,186) PROBE0 nodes=10
T1 sh0 cell=(152,176) PROBE0 nodes=66
T1 sh13 cell=(195,245) PROBE0 nodes=10
T1 sh7 cell=(246,247) PROBE0 nodes=113
T1 sh16 cell=(111,255) PROBE0 nodes=144
T1 sh19 cell=(202,254) PROBE0 nodes=31
T1 sh18 cell=(210,170) PROBE0 nodes=52
T1 sh14 cell=(9,188) PROBE0 nodes=240
T1 sh5 cell=(240,190) PROBE0 nodes=99
T1 sh23 cell=(103,187) PROBE0 nodes=7
T1 sh9 cell=(180,178) PROBE0 nodes=456
T1 sh12 cell=(107,179) PROBE0 nodes=11
T1 sh21 cell=(200,174) PROBE0 nodes=9
T1 sh1 cell=(207,243) PROBE0 nodes=18
T1 sh2 cell=(140,183) PROBE0 nodes=22
T1 sh13 cell=(1,246) PROBE0 nodes=22
T1 sh16 cell=(191,255) PROBE0 nodes=17
T1 sh4 cell=(236,246) PROBE0 nodes=157
T1 sh3 cell=(11,180) PROBE0 nodes=46
T1 sh15 cell=(181,174) PROBE0 nodes=59
T1 sh25 cell=(272,246) PROBE0 nodes=16
T1 sh1 cell=(11,244) PROBE0 nodes=35
T1 sh13 cell=(54,246) PROBE0 nodes=26
T1 sh20 cell=(14,193) PROBE0 nodes=5
T1 sh12 cell=(169,179) PROBE0 nodes=254
T1 sh23 cell=(169,187) PROBE0 nodes=368
T1 sh17 cell=(133,184) PROBE0 nodes=34
T1 sh16 cell=(268,255) PROBE0 nodes=163
T1 sh7 cell=(111,248) PROBE0 nodes=28
T1 sh19 cell=(53,255) PROBE0 nodes=89
T1 sh4 cell=(5,247) PROBE0 nodes=72
T1 sh25 cell=(38,247) PROBE0 nodes=387
T1 sh1 cell=(80,244) PROBE0 nodes=27
T1 sh14 cell=(143,188) PROBE0 nodes=17
T1 sh13 cell=(116,246) PROBE0 nodes=15
T1 sh20 cell=(92,193) PROBE0 nodes=6
T1 sh10 cell=(56,253) PROBE0 nodes=42
T1 sh19 cell=(118,255) PROBE0 nodes=31
T1 sh23 cell=(238,187) PROBE0 nodes=64
T1 sh11 cell=(131,190) PROBE0 nodes=9
T1 sh5 cell=(111,191) PROBE0 nodes=481
T1 sh25 cell=(88,247) PROBE0 nodes=313
T1 sh13 cell=(187,246) PROBE0 nodes=135
T1 sh8 cell=(130,187) PROBE0 nodes=9
T1 sh10 cell=(117,253) PROBE0 nodes=17
T1 sh19 cell=(199,255) PROBE0 nodes=43
T1 sh3 cell=(152,180) PROBE0 nodes=48
T1 sh15 cell=(47,175) PROBE0 nodes=16
T1 sh7 cell=(264,248) PROBE0 nodes=110
T1 sh18 cell=(160,171) PROBE0 nodes=82
T1 sh4 cell=(101,247) PROBE0 nodes=183
T1 sh22 cell=(191,252) PROBE0 nodes=62
T1 sh24 cell=(149,176) PROBE0 nodes=59
T1 sh21 cell=(148,175) PROBE0 nodes=56
T1 sh5 cell=(177,191) PROBE0 nodes=208
T1 sh2 cell=(54,184) PROBE0 nodes=77
T1 sh13 cell=(249,246) PROBE0 nodes=121
T1 sh1 cell=(199,244) PROBE0 nodes=6
T1 sh10 cell=(180,253) PROBE0 nodes=6
T1 sh3 cell=(203,180) PROBE0 nodes=120
T1 sh7 cell=(62,249) PROBE0 nodes=7
T1 sh15 cell=(134,175) PROBE0 nodes=63
T1 sh0 cell=(167,177) PROBE0 nodes=226
T1 sh22 cell=(247,252) PROBE0 nodes=64
T1 sh5 cell=(243,191) PROBE0 nodes=59
T1 sh8 cell=(202,187) PROBE0 nodes=548
T1 sh25 cell=(218,247) PROBE0 nodes=3
T1 sh6 cell=(1,174) PROBE0 nodes=27
T1 sh10 cell=(249,253) PROBE0 nodes=167
T1 sh13 cell=(18,247) PROBE0 nodes=37
T1 sh14 cell=(129,189) PROBE0 nodes=8
T1 sh4 cell=(238,247) PROBE0 nodes=53
T1 sh18 cell=(11,172) PROBE0 nodes=15
T1 sh10 cell=(42,254) PROBE0 nodes=20
T1 sh25 cell=(12,248) PROBE0 nodes=67
T1 sh1 cell=(92,245) PROBE0 nodes=308
T1 sh2 cell=(155,184) PROBE0 nodes=43
T1 sh4 cell=(35,248) PROBE0 nodes=401
T1 sh16 cell=(63,257) PROBE0 nodes=65
T1 sh21 cell=(4,176) PROBE0 nodes=26
T1 sh5 cell=(91,192) PROBE0 nodes=18
T1 sh10 cell=(117,254) PROBE0 nodes=18
T1 sh25 cell=(100,248) PROBE0 nodes=74
T1 sh20 cell=(134,194) PROBE0 nodes=29
T1 sh15 cell=(260,175) PROBE0 nodes=61
T1 sh8 cell=(75,188) PROBE0 nodes=11
T1 sh19 cell=(202,256) PROBE0 nodes=358
T1 sh6 cell=(163,174) PROBE0 nodes=84
T1 sh7 cell=(274,249) PROBE0 nodes=151
T1 sh1 cell=(241,245) PROBE0 nodes=31
T1 sh18 cell=(184,172) PROBE0 nodes=36
T1 sh17 cell=(230,185) PROBE0 nodes=216
T1 sh24 cell=(165,177) PROBE0 nodes=13
T1 sh2 cell=(49,185) PROBE0 nodes=7
T1 sh22 cell=(207,253) PROBE0 nodes=67
T1 sh23 cell=(53,189) PROBE0 nodes=17
T1 sh1 cell=(35,246) PROBE0 nodes=385
T1 sh25 cell=(219,248) PROBE0 nodes=61
T1 sh10 cell=(248,254) PROBE0 nodes=210
T1 sh13 cell=(265,247) PROBE0 nodes=109
T1 sh18 cell=(5,173) PROBE0 nodes=28
T1 sh20 cell=(7,195) PROBE0 nodes=148
T1 sh21 cell=(145,176) PROBE0 nodes=141
T1 sh0 cell=(151,178) PROBE0 nodes=104
T1 sh13 cell=(58,248) PROBE0 nodes=63
T1 sh10 cell=(29,255) PROBE0 nodes=462
T1 sh14 cell=(143,190) PROBE0 nodes=5
T1 sh3 cell=(202,181) PROBE0 nodes=564
T1 sh20 cell=(90,195) PROBE0 nodes=6
T1 sh4 cell=(54,249) PROBE0 nodes=29
T1 sh24 cell=(11,178) PROBE0 nodes=11
T1 sh7 cell=(242,250) PROBE0 nodes=124
T1 sh9 cell=(167,180) PROBE0 nodes=143
T1 sh8 cell=(6,189) PROBE0 nodes=163
T1 sh12 cell=(150,181) PROBE0 nodes=5
T1 sh13 cell=(120,248) PROBE0 nodes=17
T1 sh25 cell=(119,249) PROBE0 nodes=18
T1 sh10 cell=(91,255) PROBE0 nodes=330
T1 sh23 cell=(213,189) PROBE0 nodes=13
T1 sh5 cell=(130,193) PROBE0 nodes=18
T1 sh20 cell=(158,195) PROBE0 nodes=376
T1 sh25 cell=(193,249) PROBE0 nodes=67
T1 sh13 cell=(193,248) PROBE0 nodes=20
T1 sh0 cell=(23,179) PROBE0 nodes=6
T1 sh18 cell=(169,173) PROBE0 nodes=553
T1 sh23 cell=(4,190) PROBE0 nodes=29
T1 sh21 cell=(10,177) PROBE0 nodes=12
T1 sh7 cell=(125,251) PROBE0 nodes=27
T1 sh20 cell=(213,195) PROBE0 nodes=8
T1 sh4 cell=(205,249) PROBE0 nodes=122
T1 sh22 cell=(213,254) PROBE0 nodes=194
T1 sh25 cell=(260,249) PROBE0 nodes=93
T1 sh10 cell=(246,255) PROBE0 nodes=84
T1 sh24 cell=(148,178) PROBE0 nodes=7
T1 sh1 cell=(2,247) PROBE0 nodes=44
T1 sh12 cell=(18,182) PROBE0 nodes=26
T1 sh14 cell=(65,191) PROBE0 nodes=7
T1 sh7 cell=(199,251) PROBE0 nodes=55
T1 sh5 cell=(11,194) PROBE0 nodes=61
T1 sh16 cell=(265,258) PROBE0 nodes=164
T1 sh3 cell=(133,182) PROBE0 nodes=31
T1 sh25 cell=(49,250) PROBE0 nodes=25
T1 sh22 cell=(273,254) PROBE0 nodes=147
T1 sh10 cell=(49,256) PROBE0 nodes=103
T1 sh0 cell=(135,179) PROBE0 nodes=19
T1 sh15 cell=(148,177) PROBE0 nodes=51
T1 sh16 cell=(48,259) PROBE0 nodes=44
T1 sh14 cell=(135,191) PROBE0 nodes=40
T1 sh22 cell=(56,255) PROBE0 nodes=29
T1 sh25 cell=(125,250) PROBE0 nodes=29
T1 sh4 cell=(66,250) PROBE0 nodes=4
T1 sh10 cell=(117,256) PROBE0 nodes=30
T1 sh5 cell=(86,194) PROBE0 nodes=77
T1 sh21 cell=(160,177) PROBE0 nodes=72
T1 sh1 cell=(98,247) PROBE0 nodes=604
T1 sh16 cell=(127,259) PROBE0 nodes=69
T1 sh19 cell=(207,258) PROBE0 nodes=232
T1 sh15 cell=(194,177) PROBE0 nodes=282
T1 sh12 cell=(161,182) PROBE0 nodes=44
T1 sh23 cell=(215,190) PROBE0 nodes=14
T1 sh13 cell=(238,249) PROBE0 nodes=68
T1 sh11 cell=(60,193) PROBE0 nodes=8
T1 sh21 cell=(200,177) PROBE0 nodes=15
T1 sh7 cell=(93,252) PROBE0 nodes=55
T1 sh16 cell=(187,259) PROBE0 nodes=111
T1 sh2 cell=(185,186) PROBE0 nodes=154
T1 sh9 cell=(146,181) PROBE0 nodes=135
T1 sh22 cell=(206,255) PROBE0 nodes=30
T1 sh10 cell=(261,256) PROBE0 nodes=124
T1 sh4 cell=(234,250) PROBE0 nodes=25
T1 sh13 cell=(22,250) PROBE0 nodes=468
T1 sh14 cell=(269,191) PROBE0 nodes=24
T1 sh16 cell=(253,259) PROBE0 nodes=10
T1 sh21 cell=(5,178) PROBE0 nodes=45
T1 sh10 cell=(54,257) PROBE0 nodes=25
T1 sh19 cell=(60,259) PROBE0 nodes=130
T1 sh18 cell=(185,174) PROBE0 nodes=226
T1 sh4 cell=(24,251) PROBE0 nodes=532
T1 sh25 cell=(87,251) PROBE0 nodes=650
T1 sh9 cell=(230,181) PROBE0 nodes=19
T1 sh20 cell=(237,196) PROBE0 nodes=101
T1 sh7 cell=(209,252) PROBE0 nodes=254
T1 sh16 cell=(31,260) PROBE0 nodes=502
T1 sh8 cell=(184,190) PROBE0 nodes=232
T1 sh10 cell=(114,257) PROBE0 nodes=14
T1 sh1 cell=(27,248) PROBE0 nodes=424
T1 sh3 cell=(145,183) PROBE0 nodes=55
T1 sh4 cell=(114,251) PROBE0 nodes=9
T1 sh11 cell=(222,193) PROBE0 nodes=211
T1 sh15 cell=(55,178) PROBE0 nodes=62
T1 sh0 cell=(146,180) PROBE0 nodes=53
T1 sh20 cell=(18,197) PROBE0 nodes=21
T1 sh16 cell=(97,260) PROBE0 nodes=78
T1 sh17 cell=(228,187) PROBE0 nodes=198
T1 sh7 cell=(265,252) PROBE0 nodes=126
T1 sh6 cell=(170,176) PROBE0 nodes=127
T1 sh1 cell=(102,248) PROBE0 nodes=103
T1 sh8 cell=(245,190) PROBE0 nodes=65
T1 sh11 cell=(22,194) PROBE0 nodes=19
T1 sh19 cell=(191,259) PROBE0 nodes=57
T1 sh21 cell=(135,178) PROBE0 nodes=17
T1 sh25 cell=(240,251) PROBE0 nodes=146
T1 sh5 cell=(115,195) PROBE0 nodes=19
T1 sh7 cell=(53,253) PROBE0 nodes=82
T1 sh20 cell=(94,197) PROBE0 nodes=39
T1 sh23 cell=(230,191) PROBE0 nodes=3
T1 sh10 cell=(252,257) PROBE0 nodes=155
T1 sh19 cell=(259,259) PROBE0 nodes=77
T1 sh22 cell=(210,256) PROBE0 nodes=456
T1 sh8 cell=(51,191) PROBE0 nodes=36
T1 sh4 cell=(249,251) PROBE0 nodes=151
T1 sh13 cell=(45,251) PROBE0 nodes=51
T1 sh7 cell=(112,253) PROBE0 nodes=69
T1 sh16 cell=(249,260) PROBE0 nodes=77
T1 sh20 cell=(166,197) PROBE0 nodes=4
T1 sh2 cell=(187,187) PROBE0 nodes=164
T1 sh10 cell=(50,258) PROBE0 nodes=48
T1 sh9 cell=(153,182) PROBE0 nodes=46
T1 sh15 cell=(199,178) PROBE0 nodes=86
T1 sh23 cell=(3,192) PROBE0 nodes=23
T1 sh17 cell=(98,188) PROBE0 nodes=13
T1 sh18 cell=(142,175) PROBE0 nodes=33
T1 sh4 cell=(31,252) PROBE0 nodes=324
T1 sh22 cell=(22,257) PROBE0 nodes=534
T1 sh12 cell=(235,183) PROBE0 nodes=23
T1 sh13 cell=(132,251) PROBE0 nodes=5
T1 sh8 cell=(117,191) PROBE0 nodes=282
T1 sh16 cell=(48,261) PROBE0 nodes=25
T1 sh10 cell=(116,258) PROBE0 nodes=4
T1 sh19 cell=(104,260) PROBE0 nodes=9
T1 sh11 cell=(171,194) PROBE0 nodes=219
T1 sh1 cell=(45,249) PROBE0 nodes=32
T1 sh23 cell=(63,192) PROBE0 nodes=16
T1 sh14 cell=(73,193) PROBE0 nodes=8
T1 sh13 cell=(211,251) PROBE0 nodes=238
T1 sh7 cell=(239,253) PROBE0 nodes=56
T1 sh24 cell=(140,180) PROBE0 nodes=95
T1 sh19 cell=(187,260) PROBE0 nodes=55
T1 sh0 cell=(111,181) PROBE0 nodes=14
T1 sh13 cell=(262,251) PROBE0 nodes=116
T1 sh7 cell=(36,254) PROBE0 nodes=520
T1 sh10 cell=(249,258) PROBE0 nodes=60
T1 sh16 cell=(211,261) PROBE0 nodes=539
T1 sh19 cell=(263,260) PROBE0 nodes=73
T1 sh6 cell=(176,177) PROBE0 nodes=86
T1 sh17 cell=(217,188) PROBE0 nodes=199
T1 sh1 cell=(198,249) PROBE0 nodes=27
T1 sh13 cell=(50,252) PROBE0 nodes=21
T1 sh4 cell=(204,252) PROBE0 nodes=48
T1 sh5 cell=(122,196) PROBE0 nodes=78
T1 sh25 cell=(252,252) PROBE0 nodes=32
T1 sh23 cell=(215,192) PROBE0 nodes=10
T1 sh0 cell=(195,181) PROBE0 nodes=393
T1 sh22 cell=(204,257) PROBE0 nodes=240
T1 sh7 cell=(99,254) PROBE0 nodes=51
T1 sh10 cell=(40,259) PROBE0 nodes=29
T1 sh20 cell=(66,198) PROBE0 nodes=14
T1 sh18 cell=(52,176) PROBE0 nodes=8
T1 sh19 cell=(67,261) PROBE0 nodes=79
T1 sh9 cell=(98,183) PROBE0 nodes=84
T1 sh1 cell=(262,249) PROBE0 nodes=111
T1 sh13 cell=(113,252) PROBE0 nodes=32
T1 sh11 cell=(134,195) PROBE0 nodes=13
T1 sh10 cell=(109,259) PROBE0 nodes=106
T1 sh14 cell=(227,193) PROBE0 nodes=373
T1 sh21 cell=(193,179) PROBE0 nodes=591
T1 sh16 cell=(88,262) PROBE0 nodes=10
T1 sh19 cell=(133,261) PROBE0 nodes=121
T1 sh2 cell=(185,188) PROBE0 nodes=168
T1 sh18 cell=(138,176) PROBE0 nodes=27
T1 sh1 cell=(56,250) PROBE0 nodes=90
T1 sh15 cell=(183,179) PROBE0 nodes=317
T1 sh17 cell=(138,189) PROBE0 nodes=7
T1 sh4 cell=(47,253) PROBE0 nodes=115
T1 sh9 cell=(156,183) PROBE0 nodes=38
T1 sh12 cell=(192,184) PROBE0 nodes=108
T1 sh22 cell=(89,258) PROBE0 nodes=10
T1 sh7 cell=(242,254) PROBE0 nodes=111
T1 sh8 cell=(97,192) PROBE0 nodes=41
T1 sh3 cell=(50,185) PROBE0 nodes=14
T1 sh23 cell=(105,193) PROBE0 nodes=58
T1 sh0 cell=(54,182) PROBE0 nodes=75
T1 sh4 cell=(106,253) PROBE0 nodes=10
T1 sh18 cell=(201,176) PROBE0 nodes=15
T1 sh12 cell=(4,185) PROBE0 nodes=119
T1 sh10 cell=(235,259) PROBE0 nodes=43
T1 sh9 cell=(232,183) PROBE0 nodes=73
T1 sh7 cell=(23,255) PROBE0 nodes=626
T1 sh11 cell=(267,195) PROBE0 nodes=29
T1 sh24 cell=(104,181) PROBE0 nodes=5
T1 sh16 cell=(227,262) PROBE0 nodes=9
T1 sh8 cell=(175,192) PROBE0 nodes=395
T1 sh23 cell=(178,193) PROBE0 nodes=207
T1 sh14 cell=(111,194) PROBE0 nodes=61
T1 sh22 cell=(213,258) PROBE0 nodes=139
T1 sh1 cell=(224,250) PROBE0 nodes=567
T1 sh18 cell=(3,177) PROBE0 nodes=46
T1 sh11 cell=(72,196) PROBE0 nodes=20
T1 sh16 cell=(18,263) PROBE0 nodes=97
T1 sh19 cell=(96,262) PROBE0 nodes=482
T1 sh5 cell=(131,197) PROBE0 nodes=8
T1 sh4 cell=(233,253) PROBE0 nodes=24
T1 sh24 cell=(189,181) PROBE0 nodes=102
T1 sh6 cell=(174,178) PROBE0 nodes=83
T1 sh13 cell=(60,253) PROBE0 nodes=101
T1 sh10 cell=(83,260) PROBE0 nodes=52
T1 sh14 cell=(178,194) PROBE0 nodes=206
T1 sh20 cell=(36,199) PROBE0 nodes=11
T1 sh11 cell=(134,196) PROBE0 nodes=22
T1 sh16 cell=(72,263) PROBE0 nodes=213
T1 sh12 cell=(145,185) PROBE0 nodes=85
T1 sh19 cell=(156,262) PROBE0 nodes=153
T1 sh17 cell=(71,190) PROBE0 nodes=15
T1 sh22 cell=(68,259) PROBE0 nodes=82
T1 sh1 cell=(100,251) PROBE0 nodes=95
T1 sh23 cell=(63,194) PROBE0 nodes=3
T1 sh2 cell=(229,189) PROBE0 nodes=10
T1 sh7 cell=(241,255) PROBE0 nodes=38
T1 sh19 cell=(234,262) PROBE0 nodes=43
T1 sh11 cell=(213,196) PROBE0 nodes=7
T1 sh21 cell=(192,180) PROBE0 nodes=135
T1 sh4 cell=(91,254) PROBE0 nodes=327
T1 sh15 cell=(176,180) PROBE0 nodes=186
T1 sh17 cell=(147,190) PROBE0 nodes=14
T1 sh20 cell=(117,199) PROBE0 nodes=95
T1 sh1 cell=(193,251) PROBE0 nodes=32
T1 sh18 cell=(156,177) PROBE0 nodes=144
T1 sh10 cell=(235,260) PROBE0 nodes=55
T1 sh7 cell=(45,256) PROBE0 nodes=58
T1 sh19 cell=(24,263) PROBE0 nodes=539
T1 sh24 cell=(51,182) PROBE0 nodes=23
T1 sh1 cell=(244,251) PROBE0 nodes=7
T1 sh11 cell=(267,196) PROBE0 nodes=56
T1 sh22 cell=(199,259) PROBE0 nodes=9
T1 sh7 cell=(108,256) PROBE0 nodes=156
T1 sh12 cell=(3,186) PROBE0 nodes=118
T1 sh16 cell=(266,263) PROBE0 nodes=222
T1 sh4 cell=(238,254) PROBE0 nodes=81
T1 sh1 cell=(26,252) PROBE0 nodes=537
T1 sh14 cell=(143,195) PROBE0 nodes=11
T1 sh11 cell=(70,197) PROBE0 nodes=25
T1 sh8 cell=(219,193) PROBE0 nodes=182
T1 sh13 cell=(47,254) PROBE0 nodes=51
T1 sh10 cell=(113,261) PROBE0 nodes=69
T1 sh0 cell=(138,183) PROBE0 nodes=30
T1 sh20 cell=(233,199) PROBE0 nodes=146
T1 sh19 cell=(137,263) PROBE0 nodes=85
T1 sh16 cell=(51,264) PROBE0 nodes=85
T1 sh22 cell=(41,260) PROBE0 nodes=117
T1 sh10 cell=(192,261) PROBE0 nodes=502
T1 sh7 cell=(252,256) PROBE0 nodes=43
T1 sh17 cell=(80,191) PROBE0 nodes=27
T1 sh8 cell=(16,194) PROBE0 nodes=134
T1 sh19 cell=(200,263) PROBE0 nodes=584
T1 sh16 cell=(101,264) PROBE0 nodes=35
T1 sh11 cell=(144,197) PROBE0 nodes=247
T1 sh6 cell=(155,179) PROBE0 nodes=78
T1 sh22 cell=(121,260) PROBE0 nodes=70
T1 sh25 cell=(73,255) PROBE0 nodes=94
T1 sh12 cell=(147,186) PROBE0 nodes=49
T1 sh7 cell=(47,257) PROBE0 nodes=77
T1 sh5 cell=(143,198) PROBE0 nodes=387
T1 sh11 cell=(201,197) PROBE0 nodes=14
T1 sh14 cell=(271,195) PROBE0 nodes=36
T1 sh8 cell=(97,194) PROBE0 nodes=41
T1 sh22 cell=(195,260) PROBE0 nodes=502
T1 sh21 cell=(180,181) PROBE0 nodes=163
T1 sh7 cell=(108,257) PROBE0 nodes=14
T1 sh18 cell=(130,178) PROBE0 nodes=14
T1 sh5 cell=(200,198) PROBE0 nodes=13
T1 sh10 cell=(65,262) PROBE0 nodes=82
T1 sh15 cell=(159,181) PROBE0 nodes=52
T1 sh16 cell=(228,264) PROBE0 nodes=23
T1 sh19 cell=(56,264) PROBE0 nodes=135
T1 sh13 cell=(255,254) PROBE0 nodes=49
T1 sh22 cell=(272,260) PROBE0 nodes=181
T1 sh25 cell=(212,255) PROBE0 nodes=609
T1 sh6 cell=(20,180) PROBE0 nodes=30
T1 sh4 cell=(238,255) PROBE0 nodes=29
T1 sh10 cell=(132,262) PROBE0 nodes=23
T1 sh16 cell=(29,265) PROBE0 nodes=14
T1 sh5 cell=(268,198) PROBE0 nodes=56
T1 sh12 cell=(1,187) PROBE0 nodes=143
T1 sh19 cell=(109,264) PROBE0 nodes=392
T1 sh13 cell=(41,255) PROBE0 nodes=41
T1 sh14 cell=(140,196) PROBE0 nodes=348
T1 sh25 cell=(24,256) PROBE0 nodes=295
T1 sh2 cell=(99,191) PROBE0 nodes=51
T1 sh1 cell=(44,253) PROBE0 nodes=16
T1 sh7 cell=(236,257) PROBE0 nodes=29
T1 sh4 cell=(40,256) PROBE0 nodes=130
T1 sh17 cell=(272,191) PROBE0 nodes=25
T1 sh16 cell=(102,265) PROBE0 nodes=43
T1 sh23 cell=(221,195) PROBE0 nodes=222
T1 sh13 cell=(107,255) PROBE0 nodes=12
T1 sh12 cell=(81,187) PROBE0 nodes=22
T1 sh8 cell=(233,194) PROBE0 nodes=223
T1 sh22 cell=(156,261) PROBE0 nodes=136
T1 sh7 cell=(46,258) PROBE0 nodes=15
T1 sh4 cell=(96,256) PROBE0 nodes=92
T1 sh1 cell=(93,253) PROBE0 nodes=55
T1 sh20 cell=(13,201) PROBE0 nodes=135
T1 sh21 cell=(108,182) PROBE0 nodes=7
T1 sh12 cell=(139,187) PROBE0 nodes=10
T1 sh2 cell=(173,191) PROBE0 nodes=390
T1 sh6 cell=(162,180) PROBE0 nodes=27
T1 sh19 cell=(245,264) PROBE0 nodes=61
T1 sh22 cell=(223,261) PROBE0 nodes=35
T1 sh14 cell=(224,196) PROBE0 nodes=383
T1 sh7 cell=(113,258) PROBE0 nodes=21
T1 sh5 cell=(138,199) PROBE0 nodes=123
T1 sh10 cell=(53,263) PROBE0 nodes=60
T1 sh16 cell=(226,265) PROBE0 nodes=33
T1 sh13 cell=(251,255) PROBE0 nodes=29
T1 sh19 cell=(42,265) PROBE0 nodes=236
T1 sh22 cell=(34,262) PROBE0 nodes=132
T1 sh0 cell=(148,184) PROBE0 nodes=108
T1 sh17 cell=(125,192) PROBE0 nodes=79
T1 sh21 cell=(197,182) PROBE0 nodes=344
T1 sh4 cell=(240,256) PROBE0 nodes=32
T1 sh8 cell=(127,195) PROBE0 nodes=43
T1 sh25 cell=(216,256) PROBE0 nodes=593
T1 sh2 cell=(238,191) PROBE0 nodes=66
T1 sh14 cell=(271,196) PROBE0 nodes=48
T1 sh16 cell=(14,266) PROBE0 nodes=98
T1 sh9 cell=(139,186) PROBE0 nodes=15
T1 sh13 cell=(62,256) PROBE0 nodes=65
T1 sh19 cell=(109,265) PROBE0 nodes=43
T1 sh22 cell=(105,262) PROBE0 nodes=52
T1 sh4 cell=(39,257) PROBE0 nodes=242
T1 sh7 cell=(246,258) PROBE0 nodes=308
T1 sh1 cell=(20,254) PROBE0 nodes=622
T1 sh16 cell=(78,266) PROBE0 nodes=472
T1 sh11 cell=(215,198) PROBE0 nodes=164
T1 sh20 cell=(146,201) PROBE0 nodes=359
T1 sh14 cell=(76,197) PROBE0 nodes=24
T1 sh2 cell=(14,192) PROBE0 nodes=133
T1 sh12 cell=(7,188) PROBE0 nodes=273
T1 sh18 cell=(186,179) PROBE0 nodes=165
T1 sh4 cell=(96,257) PROBE0 nodes=466
T1 sh23 cell=(241,196) PROBE0 nodes=80
T1 sh10 cell=(253,263) PROBE0 nodes=114
T1 sh17 cell=(273,192) PROBE0 nodes=40
T1 sh24 cell=(97,184) PROBE0 nodes=83
T1 sh22 cell=(255,262) PROBE0 nodes=59
T1 sh19 cell=(237,265) PROBE0 nodes=462
T1 sh14 cell=(151,197) PROBE0 nodes=374
T1 sh12 cell=(81,188) PROBE0 nodes=20
T1 sh2 cell=(82,192) PROBE0 nodes=51
T1 sh7 cell=(93,259) PROBE0 nodes=5
T1 sh23 cell=(23,197) PROBE0 nodes=49
T1 sh13 cell=(273,256) PROBE0 nodes=144
T1 sh17 cell=(88,193) PROBE0 nodes=3
T1 sh14 cell=(207,197) PROBE0 nodes=21
T1 sh19 cell=(24,266) PROBE0 nodes=510
T1 sh8 cell=(69,196) PROBE0 nodes=3
